,original_label,score_x,twitter_id,MR1_label,score_y,MR2_label,score_x,MR3_label,score_y,MR4_label,score
483,Negative,0.682104766,1467932979,Positive,0.587271333,Negative,0.864344358,Negative,0.744461715,Negative,0.871153474
484,Negative,0.609959006,1467933048,Positive,0.785047352,Negative,0.715737998,Negative,0.522398889,Negative,0.868534446
485,Positive,0.781674147,1467933102,Positive,0.952865303,Negative,0.602963567,Positive,0.454330474,Negative,0.606454015
486,Neutral,0.505809546,1467933112,Positive,0.826470673,Negative,0.735165477,Negative,0.496952623,Negative,0.830496848
487,Negative,0.511319637,1467933295,Positive,0.827322066,Negative,0.616389275,Neutral,0.457369566,Negative,0.839711905
488,Neutral,0.574998975,1467933494,Positive,0.776270568,Negative,0.809260786,Negative,0.659953594,Negative,0.868343115
489,Negative,0.691575229,1467933623,Positive,0.692261517,Negative,0.805458963,Negative,0.651223481,Negative,0.875071347
490,Negative,0.647438526,1467933662,Positive,0.883010626,Negative,0.858335912,Negative,0.716952622,Negative,0.907639563
491,Neutral,0.495989263,1467933685,Positive,0.726047695,Negative,0.815269113,Negative,0.667854011,Negative,0.883128405
492,Positive,0.742583513,1467934004,Positive,0.910815299,Neutral,0.51189357,Positive,0.603745103,Neutral,0.405080199
493,Negative,0.592576325,1467934184,Positive,0.754702568,Negative,0.793213308,Negative,0.716335297,Negative,0.889105856
494,Negative,0.946311414,1467934481,Negative,0.78434366,Negative,0.953272998,Negative,0.931574762,Negative,0.953701735
495,Negative,0.934762895,1467934606,Negative,0.759315014,Negative,0.933166385,Negative,0.920509636,Negative,0.944703996
496,Positive,0.635715365,1467935121,Positive,0.924335599,Negative,0.514749169,Neutral,0.401063085,Negative,0.706037223
497,Negative,0.776734352,1467935189,Positive,0.579077423,Negative,0.838179588,Negative,0.688257933,Negative,0.902182102
498,Negative,0.449431181,1467935271,Positive,0.819098473,Negative,0.450414687,Positive,0.579862118,Negative,0.500775874
499,Negative,0.933431208,1467935345,Negative,0.850370824,Negative,0.935135961,Negative,0.92280829,Negative,0.944525123
500,Negative,0.589909852,1467936498,Positive,0.569691002,Negative,0.777108431,Negative,0.656065464,Negative,0.887121916
501,Negative,0.696404397,1467936541,Positive,0.748138368,Negative,0.792218745,Negative,0.687042058,Negative,0.882264614
502,Negative,0.745373905,1467936901,Positive,0.833569646,Negative,0.804093003,Negative,0.610641003,Negative,0.898414552
503,Neutral,0.864247739,1467937038,Positive,0.89571172,Neutral,0.503158092,Neutral,0.516934037,Negative,0.797545016
504,Negative,0.732134759,1467937128,Positive,0.755784035,Negative,0.756633222,Negative,0.434115976,Negative,0.833631694
505,Negative,0.822225511,1467937189,Positive,0.656480908,Negative,0.787769139,Negative,0.480966896,Negative,0.853498399
506,Negative,0.762312293,1467937250,Positive,0.636621714,Negative,0.788285196,Negative,0.567409933,Negative,0.89834249
507,Negative,0.523089826,1467937393,Neutral,0.530078292,Negative,0.870237231,Negative,0.846993566,Negative,0.905808747
508,Positive,0.404045254,1467937402,Positive,0.812206209,Negative,0.534458101,Positive,0.468516916,Negative,0.647149801
509,Negative,0.490943015,1467942658,Positive,0.774771988,Negative,0.713091075,Negative,0.437796772,Negative,0.869496763
510,Negative,0.942104518,1467943007,Negative,0.907893002,Negative,0.931844234,Negative,0.915988624,Negative,0.942192018
511,Negative,0.803174257,1467943375,Neutral,0.43144688,Negative,0.871930242,Negative,0.814854681,Negative,0.916879654
512,Neutral,0.721236467,1467943526,Positive,0.930905044,Negative,0.600643873,Neutral,0.415967911,Negative,0.787537217
513,Negative,0.866057873,1467943851,Neutral,0.360245168,Negative,0.847767293,Negative,0.819783211,Negative,0.904212475
514,Neutral,0.754061401,1467943966,Positive,0.832063675,Negative,0.597783089,Neutral,0.486561149,Negative,0.743799925
515,Negative,0.473233342,1467944261,Positive,0.424949169,Negative,0.690590024,Negative,0.469768554,Negative,0.833141685
516,Negative,0.536694765,1467944317,Neutral,0.483055741,Negative,0.856336474,Negative,0.820656598,Negative,0.917863011
517,Neutral,0.841989875,1467944552,Positive,0.728731453,Neutral,0.576800704,Neutral,0.597266972,Negative,0.640646517
518,Neutral,0.441244572,1467944581,Positive,0.888954461,Negative,0.772248447,Negative,0.46689859,Negative,0.853726745
519,Neutral,0.647308648,1467944654,Positive,0.865875483,Negative,0.753396153,Negative,0.548758268,Negative,0.876763105
520,Negative,0.469524384,1467944871,Positive,0.576414466,Negative,0.646982431,Neutral,0.42363283,Negative,0.831830084
521,Negative,0.942833126,1467945151,Negative,0.879669011,Negative,0.937950194,Negative,0.932206035,Negative,0.949524462
522,Neutral,0.645372689,1467945476,Neutral,0.47179997,Negative,0.749750495,Negative,0.574612439,Negative,0.851860464
523,Negative,0.802710056,1467945704,Negative,0.436113119,Negative,0.878151119,Negative,0.807487786,Negative,0.910277605
524,Negative,0.914813876,1467945787,Negative,0.877760887,Negative,0.928882837,Negative,0.927071154,Negative,0.945669651
525,Negative,0.932930112,1467945885,Negative,0.798245788,Negative,0.926594079,Negative,0.908573091,Negative,0.929728687
526,Negative,0.827697635,1467946026,Positive,0.410461515,Negative,0.864100039,Negative,0.751522481,Negative,0.903979421
527,Negative,0.888811111,1467946137,Negative,0.651243806,Negative,0.873133302,Negative,0.752095819,Negative,0.903106272
528,Neutral,0.813084006,1467946559,Positive,0.520987153,Negative,0.513458192,Neutral,0.457137316,Negative,0.69356209
529,Negative,0.950915635,1467946592,Negative,0.923801601,Negative,0.949592412,Negative,0.947908819,Negative,0.955241621
530,Negative,0.820619345,1467946749,Neutral,0.438813955,Negative,0.849361956,Negative,0.693341374,Negative,0.915318251
531,Negative,0.822236598,1467946810,Positive,0.736826599,Negative,0.824684083,Negative,0.482631654,Negative,0.863560379
532,Positive,0.725954294,1467947005,Positive,0.941097796,Neutral,0.395636201,Positive,0.59694463,Negative,0.537298679
533,Negative,0.847911656,1467947104,Positive,0.689505517,Negative,0.825260699,Negative,0.535629869,Negative,0.889172316
534,Negative,0.911570013,1467947557,Negative,0.856499791,Negative,0.940226853,Negative,0.932093859,Negative,0.949314892
535,Negative,0.795675993,1467947713,Negative,0.706986725,Negative,0.871983469,Negative,0.861515403,Negative,0.886490226
536,Positive,0.571252763,1467947913,Positive,0.915767431,Negative,0.53041333,Neutral,0.452799171,Negative,0.698371232
537,Negative,0.855889142,1467948169,Positive,0.897385418,Negative,0.851549149,Negative,0.601309538,Negative,0.897896111
538,Negative,0.516259372,1467948434,Positive,0.577043772,Negative,0.694048107,Negative,0.465198904,Negative,0.821626127
539,Negative,0.655525625,1467948521,Positive,0.582959712,Negative,0.787277341,Negative,0.643956423,Negative,0.832985103
540,Negative,0.532354057,1467948526,Positive,0.924357593,Negative,0.690665781,Positive,0.375409037,Negative,0.7888574
541,Negative,0.927822471,1467948979,Negative,0.844860077,Negative,0.922421277,Negative,0.899469554,Negative,0.930116177
542,Neutral,0.637606084,1467949047,Positive,0.877998829,Negative,0.49962157,Neutral,0.396303058,Negative,0.755351663
543,Negative,0.881404042,1467949516,Negative,0.786626458,Negative,0.929806292,Negative,0.924760222,Negative,0.942696333
544,Neutral,0.457942992,1467949681,Positive,0.933726966,Negative,0.651706398,Neutral,0.381586313,Negative,0.776761711
545,Neutral,0.847223759,1467949746,Positive,0.940991163,Neutral,0.570002317,Neutral,0.469071329,Negative,0.696009636
546,Neutral,0.496646464,1467949969,Positive,0.800478041,Negative,0.493006438,Positive,0.430530638,Negative,0.727596283
547,Neutral,0.860417247,1467950027,Positive,0.925377607,Negative,0.723326266,Neutral,0.433879048,Negative,0.873779178
548,Negative,0.591851652,1467950029,Positive,0.830097198,Negative,0.796225905,Negative,0.601765692,Negative,0.850732088
549,Positive,0.930597007,1467950217,Positive,0.965807259,Positive,0.457369566,Positive,0.692587793,Positive,0.375567853
550,Negative,0.898673713,1467950510,Negative,0.876477659,Negative,0.910296619,Negative,0.899581194,Negative,0.936506808
551,Negative,0.716394842,1467950588,Neutral,0.441261351,Negative,0.820382774,Negative,0.668850183,Negative,0.872559309
552,Neutral,0.568993211,1467950600,Positive,0.915044963,Negative,0.853854895,Negative,0.732764661,Negative,0.876315415
553,Neutral,0.49682036,1467950649,Positive,0.752494872,Negative,0.839523494,Negative,0.747804224,Negative,0.909791231
554,Positive,0.693808913,1467950687,Positive,0.959040701,Negative,0.532437921,Positive,0.440852582,Negative,0.666685283
555,Neutral,0.908609509,1467950866,Positive,0.94362855,Negative,0.849551558,Negative,0.574247897,Negative,0.910201371
556,Positive,0.439677447,1467950975,Positive,0.721603274,Negative,0.721323073,Negative,0.509563446,Negative,0.738713086
557,Negative,0.784628749,1467951016,Neutral,0.466745138,Negative,0.839201152,Negative,0.755704284,Negative,0.899475574
558,Negative,0.929364562,1467951035,Negative,0.875845134,Negative,0.933505893,Negative,0.919313133,Negative,0.939353943
559,Positive,0.898795903,1467951238,Positive,0.958912551,Positive,0.427601039,Positive,0.693585217,Positive,0.439761162
560,Negative,0.704059839,1467951252,Positive,0.553057551,Negative,0.827983499,Negative,0.687659979,Negative,0.88568455
561,Negative,0.900915086,1467951422,Negative,0.646316588,Negative,0.906283498,Negative,0.847384393,Negative,0.92296052
562,Neutral,0.602109551,1467951568,Positive,0.841210961,Negative,0.735884309,Negative,0.435419023,Negative,0.836768806
563,Neutral,0.434984028,1467951850,Positive,0.95672816,Negative,0.842384338,Negative,0.417401165,Negative,0.892164707
564,Positive,0.81299907,1467951931,Positive,0.962336481,Neutral,0.500630915,Positive,0.560583651,Negative,0.53008306
565,Negative,0.844595075,1467952069,Positive,0.89414829,Negative,0.811207831,Negative,0.502295136,Negative,0.881044865
566,Negative,0.844141185,1467952100,Positive,0.373394608,Negative,0.827404976,Negative,0.645528138,Negative,0.893115342
567,Positive,0.83767581,1467952123,Positive,0.906212032,Positive,0.465452641,Positive,0.697080016,Negative,0.410908133
568,Neutral,0.736743331,1467952699,Positive,0.884548128,Negative,0.714957595,Negative,0.577202559,Negative,0.821070194
569,Negative,0.671527743,1467952985,Positive,0.687565863,Negative,0.600555062,Negative,0.375620663,Negative,0.76442641
570,Neutral,0.501508474,1467953090,Positive,0.676469684,Negative,0.796212256,Negative,0.607064664,Negative,0.856044352
571,Positive,0.956101835,1467953163,Positive,0.975545585,Positive,0.452173054,Positive,0.681077361,Negative,0.414723694
572,Neutral,0.51634258,1467953277,Positive,0.528864801,Neutral,0.476946861,Neutral,0.489338934,Negative,0.795505106
573,Negative,0.846354187,1467953367,Negative,0.725272775,Negative,0.930088639,Negative,0.904395461,Negative,0.942641258
574,Negative,0.625783265,1467953500,Positive,0.489250779,Negative,0.639599979,Negative,0.458836883,Negative,0.815884054
575,Negative,0.900737107,1467953681,Positive,0.480957061,Negative,0.88516289,Negative,0.700287163,Negative,0.917510748
576,Negative,0.645084977,1467953733,Positive,0.730475366,Negative,0.81199348,Negative,0.623674393,Negative,0.890966296
577,Positive,0.499332666,1467953738,Positive,0.916867435,Negative,0.434041083,Positive,0.475602955,Negative,0.550476849
578,Negative,0.939340234,1467954059,Negative,0.815508783,Negative,0.907914221,Negative,0.82644856,Negative,0.9353953
579,Negative,0.732502759,1467954070,Positive,0.512808979,Negative,0.783759654,Negative,0.593158007,Negative,0.876205921
580,Neutral,0.543054521,1467959908,Neutral,0.465948731,Negative,0.736469567,Negative,0.500139296,Negative,0.884543836
581,Negative,0.792934716,1467960066,Neutral,0.41665411,Negative,0.883872449,Negative,0.848965526,Negative,0.936200857
582,Neutral,0.434159875,1467960196,Positive,0.774965823,Negative,0.743863761,Negative,0.558089852,Negative,0.81011939
583,Negative,0.684546411,1467960388,Positive,0.629312158,Negative,0.72653234,Negative,0.489886224,Negative,0.790264904
584,Negative,0.681654096,1467960481,Positive,0.907972515,Negative,0.793996334,Negative,0.603148282,Negative,0.859012306
585,Negative,0.729914725,1467960735,Positive,0.678533614,Negative,0.643193543,Neutral,0.382383913,Negative,0.777013779
586,Negative,0.816535234,1467960840,Positive,0.585421562,Negative,0.795702636,Negative,0.603986919,Negative,0.87150985
587,Negative,0.823945761,1467961044,Positive,0.465351462,Negative,0.85868907,Negative,0.732676744,Negative,0.90243566
588,Negative,0.630906403,1467961091,Neutral,0.579203248,Negative,0.742033064,Negative,0.680312395,Negative,0.881561995
589,Negative,0.86675632,1467961106,Neutral,0.391902834,Negative,0.897118032,Negative,0.847868025,Negative,0.922463298
590,Negative,0.620480537,1467961146,Positive,0.619760275,Negative,0.603357971,Negative,0.419725984,Negative,0.678639054
591,Negative,0.65829277,1467961817,Positive,0.621481419,Negative,0.814752936,Negative,0.596542358,Negative,0.897742093
592,Negative,0.892706454,1467962336,Negative,0.661228538,Negative,0.896917284,Negative,0.848441601,Negative,0.922588348
593,Negative,0.909862638,1467962502,Negative,0.728108525,Negative,0.920028269,Negative,0.891658187,Negative,0.939513803
594,Positive,0.847547293,1467962634,Positive,0.920499325,Neutral,0.423523247,Positive,0.594762385,Negative,0.499561936
595,Negative,0.903392494,1467962671,Negative,0.875785947,Negative,0.915244758,Negative,0.908885896,Negative,0.93398577
596,Neutral,0.71039927,1467962897,Positive,0.920126975,Negative,0.624494851,Neutral,0.463379443,Negative,0.749023259
597,Negative,0.897678614,1467962938,Negative,0.55464524,Negative,0.850983679,Negative,0.769511402,Negative,0.906909287
598,Negative,0.921299279,1467963418,Negative,0.693212986,Negative,0.929137468,Negative,0.891945779,Negative,0.941342473
599,Neutral,0.48499617,1467963477,Neutral,0.440767139,Negative,0.697464406,Negative,0.525656104,Negative,0.834817588
600,Neutral,0.709503472,1467963715,Positive,0.915296376,Negative,0.630331039,Neutral,0.389447957,Negative,0.821484089
601,Negative,0.9397102,1467963880,Negative,0.871572137,Negative,0.941645026,Negative,0.923785627,Negative,0.946820617
602,Neutral,0.54170543,1467964211,Positive,0.772658825,Neutral,0.475018322,Positive,0.567204535,Negative,0.472707242
603,Negative,0.68365413,1467964229,Negative,0.374561936,Negative,0.675704241,Negative,0.474300295,Negative,0.772166014
604,Negative,0.936106145,1467965065,Negative,0.84441334,Negative,0.945273042,Negative,0.941304982,Negative,0.945530415
605,Negative,0.600305915,1467965832,Negative,0.396710783,Negative,0.875109136,Negative,0.855394661,Negative,0.899223149
606,Negative,0.596502006,1467965873,Positive,0.529203296,Negative,0.658131242,Negative,0.425290048,Negative,0.763395905
607,Neutral,0.390047938,1467965949,Positive,0.849130332,Negative,0.590358377,Positive,0.366575688,Negative,0.80408895
608,Negative,0.717238963,1467965994,Positive,0.606429458,Negative,0.724662304,Negative,0.493114948,Negative,0.801036358
609,Neutral,0.631081581,1467966187,Positive,0.922095597,Negative,0.620471776,Neutral,0.446258992,Negative,0.80445683
610,Neutral,0.921938002,1467966260,Positive,0.914649367,Neutral,0.506254673,Neutral,0.496220052,Negative,0.766628265
611,Negative,0.843089581,1467966271,Positive,0.430181503,Negative,0.84133333,Negative,0.748664081,Negative,0.913798213
612,Negative,0.867566288,1467966560,Neutral,0.382463187,Negative,0.788147986,Negative,0.664789438,Negative,0.892271757
613,Negative,0.926294684,1467966646,Negative,0.348122388,Negative,0.926498652,Negative,0.876625776,Negative,0.930024087
614,Neutral,0.834795952,1467967089,Positive,0.831196845,Negative,0.770045221,Negative,0.504119635,Negative,0.892839968
615,Positive,0.694232166,1467967410,Positive,0.898317635,Negative,0.454904944,Positive,0.44207871,Negative,0.642808735
616,Negative,0.896956086,1467967432,Negative,0.686796606,Negative,0.878889203,Negative,0.857423067,Negative,0.927050233
617,Negative,0.833693326,1467967862,Positive,0.931139112,Negative,0.906173348,Negative,0.81463784,Negative,0.933426023
618,Neutral,0.579291463,1467968140,Neutral,0.470673203,Negative,0.482602656,Neutral,0.43499893,Negative,0.588471293
619,Negative,0.637135267,1467968155,Positive,0.730776846,Negative,0.876245856,Negative,0.761057436,Negative,0.911825955
620,Positive,0.916771948,1467968402,Positive,0.979157507,Positive,0.549478471,Positive,0.877211273,Positive,0.488910794
621,Negative,0.900253236,1467968584,Negative,0.448087722,Negative,0.862821996,Negative,0.763883233,Negative,0.902873755
622,Neutral,0.689217806,1467968722,Positive,0.732847691,Negative,0.705879807,Negative,0.502756894,Negative,0.828013301
623,Positive,0.959218144,1467968741,Positive,0.984533668,Positive,0.381520063,Positive,0.676374853,Negative,0.483807921
624,Neutral,0.482777119,1467968785,Positive,0.945048749,Negative,0.639007509,Neutral,0.363175213,Negative,0.804863453
625,Negative,0.837944508,1467968979,Positive,0.943112135,Negative,0.917746544,Negative,0.786777735,Negative,0.937062502
626,Neutral,0.561844468,1467969001,Positive,0.526416302,Negative,0.839770019,Negative,0.618037999,Negative,0.898975194
627,Negative,0.468004376,1467969172,Positive,0.606021821,Negative,0.590176046,Neutral,0.428335577,Negative,0.763886392
628,Negative,0.903045118,1467969478,Neutral,0.359691352,Negative,0.893928587,Negative,0.828424811,Negative,0.91222465
629,Negative,0.787014067,1467969551,Negative,0.456778318,Negative,0.822193682,Negative,0.735236287,Negative,0.8864429
630,Neutral,0.795673788,1467969625,Positive,0.830181777,Negative,0.747232676,Negative,0.586234391,Negative,0.860548675
631,Negative,0.729516864,1467969654,Positive,0.789349198,Negative,0.869669616,Negative,0.760797977,Negative,0.89621228
632,Negative,0.86681515,1467970550,Neutral,0.39886567,Negative,0.88870132,Negative,0.803665996,Negative,0.896043777
633,Negative,0.895677865,1467970648,Negative,0.559714258,Negative,0.911812544,Negative,0.888558388,Negative,0.926962554
634,Negative,0.483356744,1467970783,Positive,0.790518582,Negative,0.756719589,Negative,0.472601533,Negative,0.845063925
635,Negative,0.948891163,1467970917,Negative,0.869710863,Negative,0.940522969,Negative,0.913933694,Negative,0.949571967
636,Negative,0.920771837,1467971318,Positive,0.446355224,Negative,0.912838221,Negative,0.799353421,Negative,0.931479096
637,Negative,0.607275963,1467971407,Neutral,0.521529675,Negative,0.830619037,Negative,0.622062981,Negative,0.907556951
638,Neutral,0.504562318,1467971977,Positive,0.850425839,Negative,0.737589896,Negative,0.421101302,Negative,0.8135221
639,Negative,0.483531207,1467972017,Positive,0.873435557,Negative,0.864520013,Negative,0.690047204,Negative,0.884787381
640,Negative,0.879458189,1467972262,Negative,0.486334682,Negative,0.91113323,Negative,0.860853732,Negative,0.926364362
641,Negative,0.75443536,1467972493,Positive,0.819381773,Negative,0.834210157,Negative,0.625701904,Negative,0.882175148
642,Negative,0.922281861,1467972750,Negative,0.4867616,Negative,0.907769978,Negative,0.831340551,Negative,0.926259518
643,Negative,0.793058813,1467972931,Positive,0.884491384,Negative,0.867465556,Negative,0.67087096,Negative,0.896892428
644,Negative,0.939159036,1467978564,Negative,0.784774601,Negative,0.943994403,Negative,0.933324635,Negative,0.9518857
645,Negative,0.83647126,1467978585,Neutral,0.42132628,Negative,0.891149938,Negative,0.806264102,Negative,0.918906569
646,Negative,0.91868335,1467978803,Negative,0.491700262,Negative,0.909098566,Negative,0.793341696,Negative,0.913841367
647,Neutral,0.499657691,1467978846,Positive,0.750113249,Negative,0.50970453,Neutral,0.361667991,Negative,0.693057895
648,Positive,0.980047882,1467979094,Positive,0.982559979,Positive,0.858003557,Positive,0.944589853,Positive,0.711257517
649,Negative,0.562917233,1467979143,Positive,0.643692017,Negative,0.777019262,Negative,0.586625159,Negative,0.868976951
650,Neutral,0.500602782,1467979291,Positive,0.618377268,Negative,0.590586901,Neutral,0.391137034,Negative,0.788756669
651,Neutral,0.490795165,1467979353,Positive,0.901580513,Negative,0.668437064,Neutral,0.347652078,Negative,0.804687023
652,Negative,0.748062968,1467979479,Positive,0.410310417,Negative,0.866159916,Negative,0.736426532,Negative,0.877077043
653,Neutral,0.551217377,1467979491,Positive,0.705385745,Negative,0.742374599,Negative,0.62539804,Negative,0.828039885
654,Negative,0.647948086,1467979676,Positive,0.438821942,Negative,0.831097543,Negative,0.64686805,Negative,0.87299329
655,Negative,0.563227236,1467979782,Positive,0.617532969,Negative,0.806703508,Negative,0.594748259,Negative,0.842799127
656,Positive,0.955455184,1467979881,Positive,0.981978953,Neutral,0.379351199,Positive,0.645552337,Negative,0.506600916
657,Negative,0.943556428,1467980053,Negative,0.945321143,Negative,0.947540343,Negative,0.947439253,Negative,0.953603446
658,Negative,0.774021268,1467980251,Positive,0.497167408,Negative,0.794929802,Negative,0.641477346,Negative,0.865387976
659,Negative,0.846079886,1467980262,Positive,0.437401742,Negative,0.821477175,Negative,0.581389427,Negative,0.877632141
660,Negative,0.897442222,1467980679,Negative,0.537981868,Negative,0.923396528,Negative,0.909168839,Negative,0.932272673
661,Negative,0.879529178,1467980858,Negative,0.477114767,Negative,0.890582144,Negative,0.848832786,Negative,0.918413281
662,Negative,0.8610695,1467981007,Negative,0.630369365,Negative,0.838802814,Negative,0.75668323,Negative,0.874967754
663,Negative,0.916257739,1467981027,Negative,0.87902844,Negative,0.933805287,Negative,0.93490082,Negative,0.939654648
664,Negative,0.420761138,1467981326,Positive,0.748277009,Negative,0.657018125,Negative,0.404250622,Negative,0.706122696
665,Positive,0.961118758,1467981408,Positive,0.974548459,Negative,0.469654769,Positive,0.66986531,Negative,0.594986618
666,Negative,0.894346118,1467981468,Negative,0.520687759,Negative,0.917327225,Negative,0.85627538,Negative,0.919815421
667,Negative,0.865753531,1467981584,Negative,0.709058225,Negative,0.884096384,Negative,0.775797904,Negative,0.897362769
668,Negative,0.93382138,1467981695,Negative,0.818447471,Negative,0.927510679,Negative,0.911236465,Negative,0.935908616
669,Negative,0.757152855,1467981897,Neutral,0.478310347,Negative,0.805343926,Negative,0.714776099,Negative,0.913094878
670,Negative,0.746929884,1467982038,Positive,0.411615402,Negative,0.796510339,Negative,0.672186375,Negative,0.883008599
671,Neutral,0.496055663,1467982039,Positive,0.835813105,Negative,0.537489474,Neutral,0.391149372,Negative,0.787137151
672,Negative,0.687883615,1467982077,Positive,0.712825656,Negative,0.849461138,Negative,0.790157974,Negative,0.914433002
673,Negative,0.843693078,1467982235,Positive,0.809747219,Negative,0.873450398,Negative,0.724434018,Negative,0.913446546
674,Negative,0.793491244,1467982281,Neutral,0.485245615,Negative,0.842211366,Negative,0.777960181,Negative,0.896431684
675,Positive,0.486525476,1467982442,Positive,0.758275688,Negative,0.675050557,Negative,0.59063226,Negative,0.769299209
676,Negative,0.935493648,1467982606,Negative,0.851611555,Negative,0.923850238,Negative,0.900825143,Negative,0.932046354
677,Neutral,0.647652864,1467982607,Positive,0.820814133,Negative,0.504850745,Neutral,0.402045697,Negative,0.717536986
678,Negative,0.833706021,1467982718,Positive,0.467173725,Negative,0.844538987,Negative,0.659913242,Negative,0.874401927
679,Positive,0.757022977,1467982795,Positive,0.949553132,Negative,0.389403284,Positive,0.56700623,Negative,0.507404983
680,Negative,0.74310112,1467983247,Neutral,0.57127142,Negative,0.82142359,Negative,0.769383073,Negative,0.891923368
681,Negative,0.919656873,1467983249,Negative,0.81916678,Negative,0.932957888,Negative,0.911822975,Negative,0.937015176
682,Negative,0.827655017,1467983568,Negative,0.693363249,Negative,0.880828977,Negative,0.862151027,Negative,0.910926163
683,Neutral,0.683356762,1467983745,Positive,0.933685124,Negative,0.682017446,Neutral,0.446826547,Negative,0.801161826
684,Positive,0.811786115,1467983950,Positive,0.940494835,Negative,0.813376248,Negative,0.622937202,Negative,0.856474221
685,Neutral,0.506082475,1467984364,Positive,0.858751357,Negative,0.811664283,Negative,0.6637941,Negative,0.873449385
686,Negative,0.907081306,1467984605,Positive,0.406620353,Negative,0.907013118,Negative,0.776265681,Negative,0.916096628
687,Negative,0.839769006,1467984655,Negative,0.490883261,Negative,0.859952927,Negative,0.791985273,Negative,0.896985829
688,Neutral,0.375742078,1467985031,Positive,0.877774298,Negative,0.646645665,Negative,0.354701191,Negative,0.728067696
689,Negative,0.860271692,1467985114,Negative,0.52295351,Negative,0.902636409,Negative,0.879590511,Negative,0.930249631
690,Neutral,0.888683438,1467985153,Positive,0.932038069,Negative,0.519381583,Neutral,0.537548244,Negative,0.774793029
691,Neutral,0.75393635,1467985155,Positive,0.936447859,Negative,0.79071635,Negative,0.511490107,Negative,0.859396517
692,Positive,0.671810329,1467985166,Positive,0.959411502,Negative,0.527464211,Positive,0.411874205,Negative,0.712769687
693,Negative,0.920185983,1467985185,Negative,0.704987228,Negative,0.909937263,Negative,0.873510718,Negative,0.929606557
694,Negative,0.87723273,1467985226,Negative,0.519520044,Negative,0.905077815,Negative,0.881189883,Negative,0.926205993
695,Negative,0.751336932,1467985259,Positive,0.690560997,Negative,0.831664145,Negative,0.574778616,Negative,0.917180777
696,Positive,0.929883897,1467985560,Positive,0.93962127,Positive,0.619042695,Positive,0.838529587,Positive,0.464103818
697,Negative,0.456435204,1467986058,Positive,0.907553434,Negative,0.594969034,Positive,0.504451096,Negative,0.752799809
698,Negative,0.763845921,1467986061,Positive,0.537095189,Negative,0.908009231,Negative,0.864951789,Negative,0.92597115
699,Negative,0.586237192,1467986157,Positive,0.907132685,Negative,0.794126034,Negative,0.585027814,Negative,0.874213815
700,Neutral,0.547681987,1467986284,Positive,0.785100937,Neutral,0.462459534,Neutral,0.428768843,Negative,0.688866317
701,Neutral,0.428662062,1467986323,Positive,0.900461853,Negative,0.738858879,Negative,0.52544564,Negative,0.796895385
702,Neutral,0.492988408,1467986374,Positive,0.949004114,Negative,0.500801921,Positive,0.442485482,Negative,0.660899401
703,Negative,0.890851736,1467986559,Negative,0.684651911,Negative,0.89998883,Negative,0.850944698,Negative,0.912313521
704,Neutral,0.516701043,1467986889,Positive,0.742082536,Negative,0.732495189,Negative,0.46077621,Negative,0.861748159
705,Negative,0.836979687,1467986976,Positive,0.509383738,Negative,0.858348489,Negative,0.780575871,Negative,0.900917232
706,Positive,0.616981685,1467987098,Positive,0.946358085,Negative,0.708028376,Negative,0.468134701,Negative,0.822728992
707,Negative,0.833684802,1467987619,Positive,0.567479253,Negative,0.865247726,Negative,0.723944545,Negative,0.896053553
708,Neutral,0.518054366,1467987712,Positive,0.942801476,Negative,0.402912825,Positive,0.516325593,Negative,0.600507915
709,Neutral,0.809395432,1467987736,Positive,0.940379143,Negative,0.696499527,Neutral,0.424074948,Negative,0.872054517
710,Neutral,0.589235783,1467987971,Positive,0.694723666,Negative,0.847994626,Negative,0.73648113,Negative,0.896707952
711,Negative,0.50522989,1467988366,Positive,0.576747835,Negative,0.652870893,Neutral,0.444991171,Negative,0.844767332
712,Neutral,0.687058449,1467988612,Positive,0.731835961,Negative,0.742511988,Negative,0.556987643,Negative,0.848586977
713,Negative,0.751050234,1467988885,Positive,0.671491027,Negative,0.827142119,Negative,0.584301472,Negative,0.852667212
714,Negative,0.865359962,1467989188,Negative,0.801094472,Negative,0.908133984,Negative,0.886368454,Negative,0.913192272
715,Negative,0.923522711,1467989855,Negative,0.820855021,Negative,0.913413107,Negative,0.881371617,Negative,0.937146366
716,Neutral,0.4708018,1467990115,Positive,0.585623145,Negative,0.490793079,Neutral,0.393248379,Negative,0.622698128
717,Positive,0.90692693,1467990374,Positive,0.958975554,Positive,0.543549478,Positive,0.842803538,Positive,0.391426921
718,Negative,0.880140245,1467990530,Negative,0.378852904,Negative,0.884669542,Negative,0.820638895,Negative,0.899952173
719,Negative,0.618813336,1467990628,Positive,0.709881723,Negative,0.755524457,Negative,0.539680362,Negative,0.835756302
720,Negative,0.881555438,1467992207,Negative,0.489804894,Negative,0.901238561,Negative,0.896592498,Negative,0.933557928
721,Negative,0.910758138,1467992251,Negative,0.685622633,Negative,0.887550592,Negative,0.844411612,Negative,0.921010494
722,Neutral,0.574525177,1467992351,Positive,0.951684833,Negative,0.550067306,Neutral,0.404305518,Negative,0.759685516
723,Neutral,0.678085923,1467992521,Positive,0.71349597,Negative,0.637920976,Neutral,0.45472604,Negative,0.835583568
724,Negative,0.523120582,1467992592,Positive,0.78819108,Negative,0.725998938,Negative,0.42086792,Negative,0.782904804
